class_name,sentence
Security,Enforce password policies and require periodic password changes.
Security,Consider setting up an SSH tunnel method to secure local OpenEMR instances.
Security,Implement a certificate-based identification system for added security.
Security,Enable administrators to delegate authority by user group to reset passwords.
Security,Enable administrators to delegate authority by user group to restore system access for locked-out users.
Security,Ensure that administration interfaces require strong authentication and authorization.
Security,Secure files after installation to protect against unauthorized access.
Security,Disallow login attempts via IP address for 15 minutes after three failed attempts with the same user ID in a session.
Security,Record all additions of new users and modifications to user access on the User Report.
Security,Ensure that all authorized users  once authenticated  can log on to the Disputes System.
Security,Encrypt all credit card information stored in the database to protect sensitive data.
Security,Implement intrusion detection systems to monitor and respond to potential security breaches in real-time.
Security,Conduct regular penetration testing to identify vulnerabilities and weaknesses in the system's security measures.
Security,Enforce multi-factor authentication (MFA) for all users to enhance access security.
Security,All log files containing sensitive data must be encrypted and accessible only to authorized personnel.
Security,Implement a secure password recovery process that includes multi-factor authentication.
Security,Ensure that all third-party libraries and dependencies are regularly updated to address security vulnerabilities.
Security,Conduct regular penetration testing to identify and remediate vulnerabilities in the system.
Security,Implement intrusion detection and prevention systems to monitor and block suspicious activities.
Security,All communication between system components must be encrypted  including inter-server communication.
Security,Ensure that user roles and permissions are consistently enforced across all modules of the system.
Security,Implement strong session management to prevent session fixation and hijacking attacks.
Security,Maintain a comprehensive audit trail of all user actions and system events for security monitoring.
Security,Perform regular security assessments and audits to evaluate compliance with security policies.
Security,Encrypt all sensitive data at rest  including backups and archives.
Security,Implement a secure password policy that enforces complexity requirements and regular password changes.
Security,All data stored on mobile devices must be encrypted and protected by biometric authentication.
Security,Implement network segmentation to isolate sensitive data and reduce attack surface.
Security,Perform regular vulnerability scanning and remediation to address security weaknesses.
Security,Conduct background checks and security training for all personnel with access to sensitive data.
Security,Implement secure coding practices  including input validation  to prevent SQL injection and other attacks.
Security,Utilize a Web Application Firewall (WAF) to protect against common web-based attacks.
Security,All external system integrations must use secure authentication methods  such as OAuth.
Security,Implement secure data disposal procedures for end-of-life hardware and storage media.
Security,Regularly review and update the system's firewall rules to block unauthorized access.
Security,Implement file integrity monitoring to detect unauthorized changes to critical system files.
Security,Encrypt all email communications containing sensitive information.
Security,Limit the use of administrator privileges to only authorized personnel.
Security,Implement a secure update mechanism to ensure that software patches are applied promptly.
Security,Conduct periodic security awareness training for all system users.
Security,Implement role-based access control (RBAC) to restrict access to specific system functionalities.
Security,Maintain an up-to-date inventory of all system assets to monitor for unauthorized changes.
Security,Conduct regular security drills and incident response testing to evaluate readiness.
Security,Encrypt data exchanged between the mobile app and backend servers using strong encryption algorithms.
Security,Implement secure APIs with proper authentication and authorization mechanisms.
Security,Regularly review and update security policies and procedures in response to changing threats.
Security,Implement data masking to protect sensitive data in non-production environments.
Security,Perform regular code reviews and static analysis to identify and address security vulnerabilities.
Security,All backup and recovery procedures must be documented and tested for reliability.
Security,Implement secure data transmission protocols for data synchronization between servers.
Security,Limit access to the physical server room to authorized personnel only.
Security,Regularly test and validate disaster recovery and business continuity plans.
Security,Conduct periodic security assessments of third-party service providers and vendors.
Security,Implement geofencing to restrict access to the system based on user location.
Security,Perform regular user access reviews to revoke permissions for inactive or terminated users.
Security,Implement continuous monitoring for security threats and vulnerabilities.
Security,All user passwords must be securely hashed and salted before storage.
Security,Implement a secure authentication process that includes multi-factor authentication for critical actions.
Security,Regularly update and patch all system components to address known security vulnerabilities.
Security,Implement real-time security alerts and notifications for suspicious activities.
Security,Encrypt data stored on removable media  such as USB drives and external hard disks.
Security,Conduct regular security risk assessments to identify and prioritize security improvements.
Security,Implement secure remote access mechanisms  such as VPNs  for system administrators.
Security,All third-party plugins and extensions must undergo security assessments before integration.
Security,Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.
Security,Implement physical safeguards for all workstations that access electronic protected health information  to restrict access to authorized users.
Security,Implement policies and procedures that govern the receipt and removal of hardware and electronic media that contain electronic protected health information into and out of a facility  and the movement of these items within the facility.
Security,Implement policies and procedures that specify the proper functions to be performed  the manner in which those functions are to be performed  and the physical attributes of the surroundings of a specific workstation or class of workstation that can access electronic protected health information.
Security,Implement policies and procedures to address security incidents.
Security,Implement policies and procedures to address the final disposition of electronic protected health information  possibly and possibly the hardware or electronic media on which it is stored.
Security,Implement policies and procedures to document repairs and modifications to the physical components of a facility which are related to security (for example  hardware  walls  doors  and locks).
Security,Implement policies and procedures to prevent  detect  contain  and correct security violations.
Security,Implement policies and procedures to protect electronic protected health information from improper alteration or destruction.
Security,Implement policies and procedures to safeguard the facility and the equipment therein from unauthorized physical access  tampering  and theft.
Security,Implement procedures for removal of electronic protected health information from electronic media before the media are made available for re-use.
Security,Implement procedures to regularly review records of information system activity  such as audit logs  access reports  and security incident tracking reports.
Security,Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.
Security,Implement security measures sufficient to reduce risks and vulnerabilities to a reasonable and appropriate level to comply with section 164.306(a).
Security,Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.
Security,Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.
Security,In the event that a system does not support pre-login capabilities  the system shall display the banner immediately following authorization.
Security,Information will be encrypted in the database.
Security,It should be possible to assign access rights to all subsystems independently.
Security,Key management procedure to secure and manage the encryption keys is defined.
Security,Login to OpenEMR using your assigned username and password.
Security,Measures are in place to detect unauthorized changes to information.
Security,Measures are in place to prevent the upload of unauthorized files (e.g.  executable files).
Security,Measures are in place to prevent  detect  and log unauthorized attempts to access sensitive or confidential data.
Security,Measures are in place to prevent  detect  and log unauthorized attempts to access the System.
Security,MIDs should be considered private  sensitive information.
Security,No invalid data shall be entered into the system.
Security,Note that the OpenEMR login is case-sensitive.
Security,On this page is displayed recommendations and warnings regarding directories Apache should NOT allow the outside world to see  as these directories contain Protected Health Information.
Security,Only authorized user shall access the RFS system.
Security,Only authorized users shall have access to clinical site information.
Security,Only authorized users shall have access to students' personal information.
Security,Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.
Security,Only managers are able to perform search queries for reservations by user.
Security,Only registered realtors shall be able to access the system.
Security,Only the System Administrator shall be able to reset a revoked user logon account.
Security,ONLY users that exist in the UAS system with the RFS system assigned to their role(s) shall access the RFS system and use it.
Security,Only users with Update access must be able to initiate dispute requests.
Security,Only valid data shall be entered into the system.
Security,Periodic security updates.
Security,Physical security protects the providers  the patients  clinic assets  and the physical manifestation of the business  financial  and health information.
Security,Platform-level cryptography is used with no custom implementations.
Security,Private and sensitive data (for example  passwords) are not logged.
Security,Procedures for creating  changing  and safeguarding passwords.
Security,Procedures for guarding against  detecting  and reporting malicious software.
Security,Procedures for monitoring log-in attempts and reporting discrepancies.
Security,Protect electronic health information created or maintained by the certified EHR technology through the implementation of appropriate technical capabilities.
Security,Protect electronic health information created or maintained by the certified EHR technology through the implementation of appropriate technical capabilities.
Security,Protection mechanisms are in place for sensitive data that is sent over the network.
Security,Remote administration channels are secured (e.g.  SSL  VPN).
Security,Secrets are stored securely using a one-way hash.
Security,Security decisions do not rely on HTTP header information.
Security,Security measures implemented to comply with standards and implementation specifications adopted under section 164.105 and this subpart must be reviewed and modified as needed to continue provision of reasonable and appropriate protection of electronic protected health information as described at section 164.316.
Security,Sensitive data and secrets are not incorporated in code.
Security,Sensitive data is not logged in clear text by the System.
Security,Sensitive data is not passed in query strings or form fields.
Security,Sensitive data is not stored in persistent cookies.
Security,Sensitive data is not transmitted using insecure protocols  such as FTP  telnet  tftp etc.  unless tunneled through an authenticated encrypted connection (e.g. VPN).
Security,Session identifiers are not passed in query strings.
Security,Session lifetime is limited to a pre-specified and configurable duration.
Security,Session state is protected from unauthorized access.
Security,SSL is used to protect authentication cookies.
Security,System allows addition of user-defined messages to logon screen.
Security,System allows secure password resets in case passwords are forgotten.
Security,System allows users to re-authenticate and remotely log out of an active user session before logging in at another location.
Security,System allows viewing of list of Users logged on to System in real-time.
Security,System authenticates standalone devices before access is allowed to protected resources.
Security,System authenticates the user before any access is allowed to protected resources (e.g.  Protected Health Information).
Security,System avoids un-trusted input of file name and file paths.
Security,System code does not rely on internal system-generated error handling.
Security,System does not rely on client-side validation.
Security,System does not use parent paths when data within the System is being accessed.
Security,System encrypts passwords before being stored or transmitted.
Security,System encrypts sensitive data transmitted between clients and servers using Secure Socket Layer (SSL) Certificates  Transport Layer Security (TLS)  or by other means.
Security,System exception handling minimizes information disclosure in case of an exception.
Security,System has the ability to disallow more than one active session per sign-on identification.
Security,System insures that input validation is applied whenever input is received through user or external data interfaces.
Security,System insures that minimum error information is returned in the event of authentication failure.
Security,System must support password complexity that meets the following requirements:
Security,System performs secure and seamless logon for all third party integrated systems.
Security,System provides a web (HTTPS) interface and provides an SSL configuration mechanism.
Security,System provides an automatic timeout if the session is idle for a pre-specified and configurable duration.
Security,System provides integrated security managed in a central accounts database.
Security,System provides reminder alerts to users to reset passwords.
Security,System provides secure information delivery over the Internet via encryption by using triple-DES (Data Encryption Standard) or the Advanced Encryption Standard (AES).
Security,System provides the following password change rules for user accounts:
Security,System provides the option for multi-factor authentication for users with higher security access.
Security,System restricts users from directly accessing the database.
Security,System returns generic error messages to the client  to avoid disclosure of sensitive information.
Security,System shall let existing customers log into the website with their email address and password in under 5 seconds.
Security,System uses least-privileged accounts.
Security,System warns the user before the timeout and prompts the user to re-enter their password.
Security,Temporary objects are removed from the system  database connections are closed  and memory is released.
Security,The administrator has authenticated himself or herself in the iTrust Medical Records system (UC3).
Security,The County standard for users is 90 days.
Security,The Disputes application shall ensure that only authorized users are allowed to logon to the application.
Security,The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.
Security,The Disputes application shall manipulate and view business data.
Security,The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user's access level.
Security,The equipment storing PHI and BI should be subject to: Physical access restrictions: Place the server in a protected  locked area and limit access.
Security, The HCP has authenticated himself or herself in the iTrust Medical Records system (UC2) (UC3).
Security,The HCP has authenticated himself or herself in the iTrust Medical Records system (UC3).
Security,The HCP has authenticated himself or herself in the iTrust Medical Records system (UC3).
Security, The Healthcare Information and Management Systems Society (HIMSS) provides a 'Risk Assessment Toolkit' for conducting a risk assessment and developing a compliant security plan.
Security,The inactivity timeout shall be configurable.
Security,The iTrust user (LCHP) has been authenticated in the iTrust Medical Records system (UC3).
Security,The iTrust user (LHCP or patient) has been authenticated in the iTrust Medical Records system (UC3).
Security,The iTrust user (patient or HCP) has been authenticated in the iTrust Medical Records system (UC3).
Security,The iTrust user (patient) has authenticated himself or herself in the iTrust Medical Records system (UC3).
Security,The iTrust user (patient) has been authenticated in the iTrust Medical Records system (UC3).
Security, The iTrust user (patient  LHCP) or administrator has authenticated himself or herself in the iTrust Medical Records system (UC3) (UC2).
Security,The iTrust user has authenticated himself or herself in the iTrust Medical Records system (UC3).
Security,The iTrust user has been authenticated in the iTrust Medical Records system (UC3).
Security,The leads washing functionality will verify the user's authentication and rights to make parameter updates.
Security,The password is not displayed as clear text (Password Masking).
Security,The patient has authenticated himself or herself in the iTrust Medical Records system (UC3).
Security,The patient has authenticated himself or herself in the iTrust Medical Records system (UC3).
Security, The product possibly and possibly adjacent hardware or software systems' data shall remain 100% uncorrupted each time malicious data is input into the product.
Security,The product shall ensure that it can only be accessed by authorized users.
Security,The product shall ensure that only company employees or external users with company-approved user IDs may have product access.
Security,The product shall ensure that the database's data corresponds to the data entered by the user.
Security,The product shall be free of computer viruses.
Security,The product shall have security.
Security,The product shall have information Security.
Security,The product shall prevent its data from incorrect data being introduced.
Security,The product shall prevent the input of malicious data.
Security,The product shall provide authentication and authorization.
Security,The product will be able to distinguish between authorized and unauthorized users in all access attempts.
Security,The Proposer shall provide adequate firewall protection to secure Personal Data and other Confidential Information of users of the EHR from unauthorized access by third parties.
Security, The Proposer shall provide the facility required to host the computing and network environment  including appropriate physical security  required third-party software  and 24 by 7 staff support and monitoring environmental conditions (e.g.  HVAC  port  fire detection  suppression  moisture  humidity  and temperature.
Security, The Proposer shall review security notifications and alerts relevant to the hosting platform (e.g.  notifications of bugs  attacks  patches)  and apply as appropriate to maintain the highest level of defense.
Security, The purpose of the criteria is to provide the ability to remove a user's privileges but maintain a history of the user in the system.
Security,The report will be reviewed for auditing purposes.
Security, The safeguards shall provide a level and scope of security that is not less than the level and scope of security requirements established by the Office of Management and Budget (OMB) in OMB Circular No A-130  Appendix III--Security of Federal Automated Information Systems (http://www.whitehouse.gov/omb/circulars/a130/a130.html) as well as Federal Information Processing Standard 200 entitled Minimum Security Requirements for Federal Information and Information Systems (http://csrc.nist.gov/publications/fips/fips200/FIPS-200-final-march.pdf); and  Special Publication 800-53 Recommended Security Controls for Federal Information Systems (http://csrc.nist.gov/publications/nistpubs/800-53-Rev2/sp800-53-rev2-final.
Security,The software tester authenticates himself or herself in the iTrust Medical Records system (UC2).
Security, The software used to install and update the system  independent of the mode or method of conveyance  shall be certified free of malevolent software (malware).
Security,The streaming server will have anti-virus software to prevent infection of malicious viruses.
Security,The System design assumes that user input is malicious.
Security, The system must be able to associate permissions with a user using one or more of the following access controls: 1) user-based (access rights assigned to each user); 2) role-based (users are grouped and access rights assigned to these groups); or 3) context-based (role-based with additional access rights assigned or restricted based on the context of the transaction such as time-of-day  workstation-location  emergency-mode  etc.) The system shall support removal of a user's privileges without deleting the user from the system.
Security,The System provides error-handling processes.
Security, The system shall authenticate the user before any access to Protected Resources (e.g.  PHI) is allowed  including when not connected to a network e.g. mobile devices.
Security,The system shall automatically notify users and force them to change passwords on a pre-defined frequency.
Security,The system shall be built such that it is as secure as possible from malicious interference.
Security, The system shall enable multiple simultaneous users  each with his or her own exclusive authentication.
Security,The system shall enforce a limit of (configurable) consecutive invalid access attempts by a user.
Security, The system shall enforce the most restrictive set of rights or privileges or accesses needed by users or groups (e.g.  System Administration  Clerical  Nurse  Doctor  etc.)  or processes acting on behalf of users  for the performance of specified tasks.
Security,The System shall granularly control access rights to all major subsystems.
Security,The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.
Security,The system shall have the ability for the security module to be maintained by an in-house System Administrator.
Security,The system shall have the ability to assign application access rights across the entire suite of applications at a single point of entry.
Security, The system shall have the ability to support 128-bit SSL encryption  or higher  between the client browser and the application tier for any or all modules or sub-modules at organization discretion.
Security, The system shall have the ability to support biometrics and biometrics plus passwords (e.g.  fingerprint scan and fingerprint scan plus password).
Security, The system shall have the ability to support web-based client access or other internet-based client access technologies  with appropriate security access controls.
Security, The system shall include documentation available to the customer stating whether or not there are known issues or conflicts with security services in at least the following service areas: antivirus  intrusion detection  malware eradication  host-based firewall  and the resolution of that conflict (e.g.  most systems should note that full virus scanning should be done outside of peak usage times and should exclude the databases).
Security, The system shall include documentation available to the customer that provides guidelines for configuration and use of the security controls necessary to support secure and reliable operation of the system  including but not limited to: creation  modification  and deactivation of user accounts  management of roles  reset of passwords  configuration of password constraints  and audit logs.
Security, The system shall include documentation that itemizes the services (e.g.  PHP  web services) and network protocols/ports (e.g.  HL-7  HTTP  FTP) that are necessary for the proper operation and servicing of the system  including justification of the need for that service and protocol.
Security, The System shall maintain consistent security.
Security, The system shall only be accessed by authorized Corporate Community Grants (CCR) employees.
Security, The system shall prevent malicious attacks  including denial of service.
Security, The system shall protect against further  possibly malicious  user authentication attempts using an appropriate mechanism (e.g.  locks the account or node until released by an administrator  locks the account or node for a configurable time period  or delays the next login prompt according to a configurable delay algorithm).
Security, The system shall provide the ability to use a single user sign-on for all modules with security configured for each module.
Security, The system shall provide automatic logout of users when there has been no activity for a pre-defined period  maintaining transaction integrity.
Security, The system shall provide expiration dates for passwords.
Security, The system shall provide lock-out capability after a pre-defined number of unsuccessful user sign-on attempts.
Security, The system shall provide only limited feedback information to the user during the authentication.
Security, The system shall support ensuring the authenticity of remote nodes (mutual node authentication) when communicating Protected Health Information (PHI) over the Internet or other known open networks using an open protocol (e.g.  TLS  SSL  IPSec  XML sig  S or MIME).
Security, The system shall support the protection of confidentiality of all Protected Health Information (PHI) delivered over the Internet or other known open networks via encryption using triple-DES (3DES) or the Advanced Encryption Standard (AES) and an open protocol such as TLS  SSL  IPSec  XML encryptions  or S or MIME or their successors.
Security, The system shall use the organization's standard virus protection software to help monitor threats to itself.
Security, The system upon detection of inactivity of an interactive session shall prevent further viewing and access to the system by that session by terminating the session  or by initiating a session lock that remains in effect until the user reestablishes access using appropriate identification and authentication procedures.
Security, The system  prior to access to any PHI  shall display a configurable warning or login banner (e.g.  'The system should only be accessed by authorized users').
Security, The system  when storing PHI on any device intended to be portable or removable (e.g.  thumb-drives  CD-ROM  PDA  Notebook)  shall support the use of a standards-based encrypted format using triple-DES (3DES)  or the Advanced Encryption Standard (AES)  or their successors.
Security, The time for passwords to be changed is predefined as per user's role and access level.
Security, The User agrees that  within the User organization and the organizations of its agents  access to the data covered by this Agreement shall be limited to the minimum amount of data and minimum number of individuals necessary to achieve the purpose stated in this section (i.e.  individual's access to the data will be on a need-to-know basis).
Security, The User agrees to establish appropriate administrative  technical  and physical safeguards to protect the confidentiality of the data and to prevent unauthorized use or access to it.
Security, The user may try three times.
Security, The validation approach is to constrain  reject  and then sanitize input.
Security, The WCS system shall not allow automatic logins by any user.
Security, The web server always asserts a character set: a locale and a country code  such as en_US.
Security, The Web-enabled portions of the application shall meet state-of-the-art Internet standards for graphics and design and for speed  reliability  and security for dynamic content and user interaction.
Security, The website shall prevent its data from being corrupted when incorrect data is entered.
Security, The website shall protect itself from intentional abuse and notify the administrator at all occurrences.
Security, This information may be used by the healthcare facility to properly configure their network defenses (firewalls and routers).
Security, To begin using OpenEMR  navigate to your server's installation directory and log in using your assigned username and password.
Security, To begin  log in with your designated username and password.
Security, Traditional security matters involve locks  points of entry  lighting and cameras  fire precautions  power outage procedures  and water protection  and disaster recovery.
Security, User accounts and service accounts used for configuration management have only the minimum privileges required for the task.
Security, Users must be authenticated using their IBM intranet user name and password.
Security, Users will not have direct access to data files or databases.
Security, Vendor may self-certify compliance with this standard through procedures that make use of commercial malware scanning software.
Security, Web sites are partitioned into unrestricted and restricted areas using separate folders.
Security, When the answer to the security question is typed in  the answer should not appear on the screen (similar to how a password normally appears) and the answer should be confirmed (by the patient or personal health representative) before it is saved.
Security, When passwords are used  the system shall allow an authenticated user to change their password consistent with password strength rules (SC 03.02).
Security, When passwords are used  the system shall prevent the reuse of passwords previously used within a specific (configurable) timeframe (i.e.  within the last X days  etc. - e.g.  last 180 days)  or shall prevent the reuse of a certain (configurable) number of the most recently used passwords (e.g.  last 5 passwords).
Security, When passwords are used  the system shall provide an administrative function that resets passwords.
Security, When passwords are used  the system shall support password strength rules that allow for a minimum number of characters  and inclusion of alpha-numeric complexity.
Security, When passwords are used  the system shall use either standards-based encryption  e.g.  3DES  AES  or standards-based hashing  e.g.  SHA1 to store or transport passwords.
Security, When passwords are used  user accounts that have been reset by an administrator shall require the user to change the password at the next successful logon.
Security, You will then be required to login again with your new password.
Security, The system shall log and track all failed login attempts  including the source IP address  username  and timestamp.
Security, The system shall provide an option for users to enable two-factor authentication for added security.
Security,All communication between the product and external systems shall be encrypted using industry-standard encryption protocols.
Security,Only authorized administrators shall have access to system logs containing sensitive user data.
Security,The system shall provide role-based access control to restrict access to sensitive patient records.
Security,Sensitive data  such as social security numbers and financial information  shall be stored in an encrypted format within the system's database.
Security,The system shall regularly undergo vulnerability assessments and penetration testing to identify and address security weaknesses.
Security,Access to sensitive customer information  including credit card data  shall be restricted to authorized personnel and protected by strong authentication methods.
Security,The system shall enforce password complexity requirements for user accounts to prevent unauthorized access.
Security,User sessions shall automatically log out after a specified period of inactivity to prevent unauthorized access.
Security,The system shall implement intrusion detection mechanisms to alert administrators to potential security breaches.
Security,In the event of a security breach  the system shall log relevant details and notify administrators for immediate action.
Security,User passwords shall be securely hashed and salted before storage in the system's database to protect against data breaches.
Security,The system shall restrict access to its administrative interface to authorized personnel only.
Security,All user data shall be securely backed up and stored at an offsite location to prevent data loss in the event of a disaster.
Security,The system shall use multi-factor authentication for administrators accessing critical functions.
Security,Audit logs shall be maintained for all user activities within the system to enable tracking of any suspicious actions.
Security,The system shall enforce a maximum number of login attempts with a temporary lockout period to deter brute force attacks.
Security,The system shall regularly update and patch its software components to address known security vulnerabilities.
Security,The product shall undergo third-party security audits and assessments to ensure compliance with industry security standards.
Security,The system shall implement data masking for sensitive information displayed to users to prevent unauthorized exposure.
Security,All third-party integrations shall undergo security assessments to ensure they do not introduce vulnerabilities into the system.
Security,The system shall monitor network traffic for anomalies and potential security threats.
Security,Access to physical servers hosting the system shall be restricted to authorized personnel only.
Security,The system shall have a documented incident response plan in place to address security breaches promptly.
Security,User authentication tokens shall have a limited duration and require periodic re-authentication.
Security,The system shall encrypt sensitive email communications to protect against eavesdropping.
Security,The product shall have the capability to quarantine or isolate compromised user accounts to prevent further damage.
Security,The system shall provide users with the option to enable two-factor authentication for enhanced security.
Security,User passwords shall not be stored in plain text or reversible encryption formats.
Security,The system shall enforce user role-based permissions to restrict access to specific features and data.
Security,All data transmissions between the system and external devices shall be encrypted to prevent interception.
Security,The system shall implement secure coding practices to minimize vulnerabilities in its software code.
Security,User sessions shall be securely managed to prevent session fixation attacks.
Security,The system shall have a process in place for promptly applying security patches and updates.
Security,The system shall monitor for unauthorized access attempts and respond with appropriate security measures.
Security,Sensitive documents and files shall be stored with access controls and encryption to protect confidentiality.
Security,The product shall support the ability to revoke access for individual users or user groups as needed.
Security,The system shall have a secure backup and recovery process in place to ensure data availability in case of data loss or corruption.
Security,The system shall log and retain records of user access  including login times and IP addresses.
Security,User authentication tokens shall have a limited lifespan and automatically expire to enhance security.
Security,The system shall employ network segmentation to isolate sensitive data from other parts of the network.
Security,The product shall provide real-time alerts for suspicious activities  such as multiple failed login attempts.
Security,User passwords shall not be retrievable in plain text  even by administrators.
Security,The system shall maintain an up-to-date inventory of authorized devices and their access privileges.
Security,The system shall employ continuous monitoring and threat detection mechanisms to identify and respond to security incidents.
Security,All data transfers between the system and external systems shall use secure communication protocols.
Security,The product shall have an automated password reset mechanism for users who forget their passwords.
Security,The system shall regularly conduct vulnerability assessments to identify and remediate security weaknesses.
Security,User accounts that have been inactive for an extended period shall be automatically disabled until reactivated by the user.
Security,The system shall provide role-specific security training for employees to raise awareness of potential threats.
Security,The product shall support the secure storage and retrieval of encryption keys used for data protection.
Security,All communication between the product and external systems shall be encrypted using industry-standard encryption protocols.
Security,Only authorized administrators shall have access to system logs containing sensitive user data.
Security,The system shall provide role-based access control to restrict access to sensitive patient records.
Security,Sensitive data  such as social security numbers and financial information  shall be stored in an encrypted format within the system's database.
Security,The system shall regularly undergo vulnerability assessments and penetration testing to identify and address security weaknesses.
Security,Access to sensitive customer information  including credit card data  shall be restricted to authorized personnel and protected by strong authentication methods.
Security,The system shall enforce password complexity requirements for user accounts to prevent unauthorized access.
Security,User sessions shall automatically log out after a specified period of inactivity to prevent unauthorized access.
Security,The system shall implement intrusion detection mechanisms to alert administrators to potential security breaches.
Security,In the event of a security breach  the system shall log relevant details and notify administrators for immediate action.
Security,User passwords shall be securely hashed and salted before storage in the system's database to protect against data breaches.
Security,The system shall restrict access to its administrative interface to authorized personnel only.
Security,All user data shall be securely backed up and stored at an offsite location to prevent data loss in the event of a disaster.
Security,The system shall use multi-factor authentication for administrators accessing critical functions.
Security,Audit logs shall be maintained for all user activities within the system to enable tracking of any suspicious actions.
Security,The system shall enforce a maximum number of login attempts with a temporary lockout period to deter brute force attacks.
Security,The system shall regularly update and patch its software components to address known security vulnerabilities.
Security,The product shall undergo third-party security audits and assessments to ensure compliance with industry security standards.
Security,The system shall implement data masking for sensitive information displayed to users to prevent unauthorized exposure.
Security,All third-party integrations shall undergo security assessments to ensure they do not introduce vulnerabilities into the system.
Security,The system shall monitor network traffic for anomalies and potential security threats.
Security,Access to physical servers hosting the system shall be restricted to authorized personnel only.
Security,The system shall have a documented incident response plan in place to address security breaches promptly.
Security,User authentication tokens shall have a limited duration and require periodic re-authentication.
Security,The system shall encrypt sensitive email communications to protect against eavesdropping.
Security,The product shall have the capability to quarantine or isolate compromised user accounts to prevent further damage.
Security,The system shall provide users with the option to enable two-factor authentication for enhanced security.
Security,User passwords shall not be stored in plain text or reversible encryption formats.
Security,The system shall enforce user role-based permissions to restrict access to specific features and data.
Security,All data transmissions between the system and external devices shall be encrypted to prevent interception.
Security,The system shall implement secure coding practices to minimize vulnerabilities in its software code.
Security,User sessions shall be securely managed to prevent session fixation attacks.
Security,The system shall have a process in place for promptly applying security patches and updates.
Security,The system shall monitor for unauthorized access attempts and respond with appropriate security measures.
Security,Sensitive documents and files shall be stored with access controls and encryption to protect confidentiality.
Security,The product shall support the ability to revoke access for individual users or user groups as needed.
Security,The system shall have a secure backup and recovery process in place to ensure data availability in case of data loss or corruption.
Security,The system shall log and retain records of user access  including login times and IP addresses.
Security,User authentication tokens shall have a limited lifespan and automatically expire to enhance security.
Security,The system shall employ network segmentation to isolate sensitive data from other parts of the network.
Security,The product shall provide real-time alerts for suspicious activities  such as multiple failed login attempts.
Security,User passwords shall not be retrievable in plain text  even by administrators.
Security,The system shall maintain an up-to-date inventory of authorized devices and their access privileges.
Security,The system shall employ continuous monitoring and threat detection mechanisms to identify and respond to security incidents.
Security,All data transfers between the system and external systems shall use secure communication protocols.
Security,The product shall have an automated password reset mechanism for users who forget their passwords.
Security,The system shall regularly conduct vulnerability assessments to identify and remediate security weaknesses.
Security,User accounts that have been inactive for an extended period shall be automatically disabled until reactivated by the user.
Security,The system shall provide role-specific security training for employees to raise awareness of potential threats.
Security,The product shall support the secure storage and retrieval of encryption keys used for data protection.
Security,The system shall enforce regular password changes for user accounts to enhance security.
Security,User access to sensitive functions and data shall be based on the principle of least privilege.
Security,The system shall employ encryption for data at rest  including database contents and backups.
Security,Secure coding practices shall be followed to mitigate common web application vulnerabilities.
Security,The system shall implement real-time monitoring for potential security incidents and anomalies.
Security,All software components shall undergo code review and testing for security flaws prior to deployment.
Security,The product shall support secure and encrypted storage of user credentials.
Security,The system shall provide detailed error messages only to authorized personnel to avoid information leakage.
